id,Grid cell,green_area_m2,city_level,neighborhood_level,trail,camera_surveillance,commercial_poi,public_poi,recreation_poi,housing_Owner,housing_Renter,housing_buld_age_1945 and before,housing_buld_age_1946-1990,housing_buld_age_1991 and after,housing_small_apartment,housing_large_apartment,housing_standalone_house,housing_auxiliary_house,housing_others,isco_High,isco_Medium,isco_Low,ethnical_EST,ethnical_RUS,age_0-9,age_10-19,age_20-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-79,age_80-89,age_90+,revised_landuse_11100,revised_landuse_11210,revised_landuse_11220,revised_landuse_12100,X,Y,landuse_diversity,numbers_against_public_order,numbers_violent_crime,numbers_against_property,Grid cell_count,geometry,crime_incidents
192,500mN6587000E538000,29804.094,3.666,4074.856,210.288,0.0,0.0,1.0,0.0,353,22,6.0,288.0,103.0,4.0,3.0,138.0,0.0,2.0,94,53,50,349,30,31,58,43,40,72,57,39,33,20,4,10056.269,82799.992,38480.39,27195.449,538249.5,6587249.5,5,4.0,0.0,16.0,1.0,"POLYGON ((538000 6587000, 538000 6587499, 538499 6587499, 538499 6587000, 538000 6587000))",20.0
193,500mN6587000E538500,39243.213,0.0,2862.495,774.568,0.0,1.0,0.0,1.0,168,69,0.0,264.0,0.0,1.0,2.0,2.0,0.0,0.0,34,38,80,157,75,14,11,34,53,21,45,42,24,17,3,37150.977,10909.286,52.794,177947.542,538749.5,6587249.5,5,7.0,0.0,25.0,1.0,"POLYGON ((538500 6587000, 538500 6587499, 538999 6587499, 538999 6587000, 538500 6587000))",32.0
194,500mN6587000E539000,29568.081,0.0,1082.568,334.521,0.0,0.0,0.0,0.0,0,209,0.0,0.0,209.0,,,,,,25,24,14,17,14,0,17,140,39,8,4,0,0,0,0,,,,216756.745,539249.5,6587249.5,2,2.0,0.0,38.0,1.0,"POLYGON ((539000 6587000, 539000 6587499, 539499 6587499, 539499 6587000, 539000 6587000))",40.0
195,500mN6587000E539500,103971.301,0.0,4378.7,1942.627,4.0,11.0,1.0,1.0,2389,659,8.0,3207.0,303.0,0.0,31.0,13.0,0.0,3.0,578,425,682,2195,979,326,308,371,572,498,379,303,450,275,36,11025.257,140369.416,2960.368,44343.12,539749.5,6587249.5,5,34.0,0.0,375.0,1.0,"POLYGON ((539500 6587000, 539500 6587499, 539999 6587499, 539999 6587000, 539500 6587000))",409.0
196,500mN6587000E540000,33128.311,0.0,3722.143,201.762,6.0,1.0,1.0,0.0,1128,167,106.0,1038.0,272.0,3.0,11.0,141.0,0.0,6.0,305,180,222,1021,299,164,174,122,220,248,146,138,122,73,17,,22472.414,205377.783,,540249.5,6587249.5,3,8.0,0.0,38.0,1.0,"POLYGON ((540000 6587000, 540000 6587499, 540499 6587499, 540499 6587000, 540000 6587000))",46.0
197,500mN6587000E540500,24681.628,0.0,4149.889,0.0,8.0,2.0,2.0,0.0,907,125,21.0,348.0,732.0,4.0,21.0,201.0,0.0,10.0,322,156,101,922,95,134,143,123,189,195,109,101,71,34,8,,37481.568,145609.529,24203.816,540749.5,6587249.5,4,5.0,0.0,18.0,1.0,"POLYGON ((540500 6587000, 540500 6587499, 540999 6587499, 540999 6587000, 540500 6587000))",23.0
198,500mN6587000E541000,48960.806,0.0,4959.033,1129.656,62.0,4.0,6.0,0.0,1681,399,91.0,2038.0,115.0,3.0,40.0,66.0,0.0,9.0,450,318,427,1510,546,239,196,255,407,327,274,215,178,130,23,14200.259,159311.148,24550.973,,541249.5,6587249.5,4,19.0,0.0,85.0,1.0,"POLYGON ((541000 6587000, 541000 6587499, 541499 6587499, 541499 6587000, 541000 6587000))",104.0
199,500mN6587000E541500,89818.161,0.0,2901.631,1507.357,20.0,5.0,10.0,3.0,740,292,273.0,646.0,214.0,0.0,35.0,0.0,0.0,14.0,312,176,168,794,226,133,122,115,256,210,130,75,59,27,6,,42360.977,16500.693,25236.588,541749.5,6587249.5,4,12.0,0.0,77.0,1.0,"POLYGON ((541500 6587000, 541500 6587499, 541999 6587499, 541999 6587000, 541500 6587000))",89.0
200,500mN6587000E542000,29366.574,1012.209,3900.243,986.113,52.0,7.0,30.0,2.0,822,241,530.0,524.0,60.0,0.0,29.0,3.0,0.0,16.0,334,141,119,831,180,159,103,115,271,180,101,85,64,33,6,,38211.486,386.395,140926.819,542249.5,6587249.5,4,41.0,0.0,75.0,1.0,"POLYGON ((542000 6587000, 542000 6587499, 542499 6587499, 542499 6587000, 542000 6587000))",116.0
201,500mN6587000E542500,52877.015,0.0,5526.375,1585.966,45.0,7.0,18.0,0.0,585,295,556.0,94.0,304.0,7.0,69.0,23.0,0.0,83.0,306,124,111,713,113,128,99,137,250,161,84,52,27,18,3,,65010.096,44831.088,111428.23,542749.5,6587249.5,4,5.0,0.0,48.0,1.0,"POLYGON ((542500 6587000, 542500 6587499, 542999 6587499, 542999 6587000, 542500 6587000))",53.0
202,500mN6587000E543000,106385.377,0.0,2864.664,3968.41,41.0,0.0,10.0,2.0,8,5,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,3,0,4,12,0,4,0,3,0,3,0,0,0,0,0,,,2524.506,105053.167,543249.5,6587249.5,3,5.0,0.0,91.0,1.0,"POLYGON ((543000 6587000, 543000 6587499, 543499 6587499, 543499 6587000, 543000 6587000))",96.0
203,500mN6587000E543500,79555.437,568.59,8271.209,675.348,67.0,0.0,4.0,0.0,119,14,24.0,147.0,3.0,0.0,6.0,1.0,0.0,0.0,38,34,37,155,12,17,18,16,29,25,21,21,17,10,0,5669.354,19408.423,,60227.095,543749.5,6587249.5,4,3.0,0.0,2.0,1.0,"POLYGON ((543500 6587000, 543500 6587499, 543999 6587499, 543999 6587000, 543500 6587000))",5.0
204,500mN6587000E544000,44074.558,539.357,1675.693,85.278,2.0,0.0,1.0,0.0,3,0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,,,,38307.372,544249.5,6587249.5,2,,,,,"POLYGON ((544000 6587000, 544000 6587499, 544499 6587499, 544499 6587000, 544000 6587000))",
205,500mN6587000E545000,55438.612,180.896,2171.341,1015.467,6.0,37.0,16.0,1.0,0,0,0.0,179.0,0.0,,,,,,20,23,70,3,5,0,4,112,49,14,0,0,0,0,0,,,,218095.734,545249.5,6587249.5,2,38.0,0.0,820.0,1.0,"POLYGON ((545000 6587000, 545000 6587499, 545499 6587499, 545499 6587000, 545000 6587000))",858.0
206,500mN6587000E545500,25465.302,65.734,3198.53,124.971,0.0,7.0,8.0,3.0,0,19,19.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8,3,0,0,0,0,0,7,10,0,0,0,0,0,0,,,,213489.385,545749.5,6587249.5,2,7.0,0.0,23.0,1.0,"POLYGON ((545500 6587000, 545500 6587499, 545999 6587499, 545999 6587000, 545500 6587000))",30.0
207,500mN6587000E546000,9296.229,213.208,1479.83,60.649,0.0,2.0,0.0,0.0,0,17,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4,11,6,10,0,0,0,8,5,0,0,0,0,0,,,,188293.349,546249.5,6587249.5,2,1.0,0.0,9.0,1.0,"POLYGON ((546000 6587000, 546000 6587499, 546499 6587499, 546499 6587000, 546000 6587000))",10.0
208,500mN6587000E547000,19709.144,394.822,1568.876,558.085,0.0,0.0,0.0,0.0,18,6,3.0,25.0,0.0,1.0,4.0,2.0,0.0,0.0,0,0,8,11,16,3,0,4,5,0,5,4,4,3,0,,,,156136.945,547249.5,6587249.5,2,3.0,0.0,17.0,1.0,"POLYGON ((547000 6587000, 547000 6587499, 547499 6587499, 547499 6587000, 547000 6587000))",20.0
209,500mN6587500E534500,14185.992,433.259,2060.355,1484.414,0.0,0.0,0.0,0.0,108,13,0.0,0.0,128.0,3.0,1.0,74.0,0.0,0.0,33,21,12,86,31,10,28,14,18,17,22,7,7,7,0,10093.402,56130.705,13495.05,203.351,534749.5,6587749.5,5,0.5,0.0,1.5,2.0,"POLYGON ((534500 6587500, 534500 6587999, 534999 6587999, 534999 6587500, 534500 6587500))",2.0
210,500mN6587500E535000,44907.697,205.433,4990.239,1431.787,0.0,0.0,0.0,0.0,813,92,0.0,3.0,939.0,32.0,9.0,88.0,0.0,1.0,257,143,104,602,248,140,150,107,170,186,117,37,21,13,0,77212.485,75881.56,,33493.109,535249.5,6587749.5,4,3.0,0.0,19.0,1.0,"POLYGON ((535000 6587500, 535000 6587999, 535499 6587999, 535499 6587500, 535000 6587500))",22.0
211,500mN6587500E535500,71864.753,1445.931,5020.445,187.59,0.0,3.0,0.0,0.0,183,32,0.0,9.0,209.0,5.0,6.0,31.0,0.0,1.0,60,30,33,148,59,29,34,24,44,41,21,14,9,3,0,231.413,44536.392,21426.78,12738.583,535749.5,6587749.5,5,2.0,0.0,78.0,1.0,"POLYGON ((535500 6587500, 535500 6587999, 535999 6587999, 535999 6587500, 535500 6587500))",80.0
212,500mN6587500E536000,63164.646,1487.622,3523.722,601.364,0.0,1.0,2.0,0.0,3,0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,147545.855,536249.5,6587749.5,2,4.0,0.0,507.0,1.0,"POLYGON ((536000 6587500, 536000 6587999, 536499 6587999, 536499 6587500, 536000 6587500))",511.0
213,500mN6587500E536500,54125.525,407.679,5296.268,570.69,0.0,35.0,1.0,3.0,52,27,0.0,0.0,78.0,1.0,1.0,1.0,0.0,0.0,18,10,13,61,10,10,13,8,14,14,13,4,3,3,0,,446.964,,166702.721,536749.5,6587749.5,3,35.0,0.0,1055.0,1.0,"POLYGON ((536500 6587500, 536500 6587999, 536999 6587999, 536999 6587500, 536500 6587500))",1090.0
214,500mN6587500E537000,99964.466,691.862,4877.828,561.25,0.0,31.0,4.0,4.0,114,42,0.0,0.0,167.0,0.0,4.0,0.0,0.0,2.0,37,18,17,105,44,24,26,16,32,29,19,8,7,6,0,56669.645,2916.884,,61926.857,537249.5,6587749.5,4,6.0,1.0,89.0,1.0,"POLYGON ((537000 6587500, 537000 6587999, 537499 6587999, 537499 6587500, 537000 6587500))",96.0
215,500mN6587500E537500,108610.282,1593.928,3184.813,765.833,0.0,5.0,4.0,2.0,75,52,0.0,15.0,116.0,0.0,3.0,10.0,0.0,3.0,36,18,17,91,21,24,15,11,34,24,17,4,0,3,0,10975.87,1799.631,6098.953,19865.086,537749.5,6587749.5,5,2.0,0.0,12.0,1.0,"POLYGON ((537500 6587500, 537500 6587999, 537999 6587999, 537999 6587500, 537500 6587500))",14.0
216,500mN6587500E538000,23371.111,204.2,4923.444,330.193,0.0,2.0,1.0,0.0,485,13,3.0,474.0,50.0,5.0,0.0,205.0,0.0,2.0,130,57,82,470,45,47,73,49,59,83,82,68,22,33,10,,88542.418,109379.379,,538249.5,6587749.5,3,1.0,0.0,9.0,1.0,"POLYGON ((538000 6587500, 538000 6587999, 538499 6587999, 538499 6587500, 538000 6587500))",10.0
217,500mN6587500E538500,11259.048,0.0,4591.086,274.824,0.0,0.0,1.0,0.0,313,17,30.0,277.0,41.0,2.0,1.0,147.0,0.0,1.0,83,41,63,315,25,19,59,31,31,50,47,52,44,9,6,,29258.827,170481.914,7770.653,538749.5,6587749.5,4,0.0,0.0,5.0,1.0,"POLYGON ((538500 6587500, 538500 6587999, 538999 6587999, 538999 6587500, 538500 6587500))",5.0
218,500mN6587500E539000,13940.54,0.0,2980.171,0.0,0.0,0.0,0.0,0.0,356,31,100.0,233.0,91.0,1.0,8.0,83.0,0.0,5.0,83,54,80,309,92,23,39,48,56,47,67,69,51,22,3,25552.456,75985.149,48596.928,76603.708,539249.5,6587749.5,5,3.0,0.0,12.0,1.0,"POLYGON ((539000 6587500, 539000 6587999, 539499 6587999, 539499 6587500, 539000 6587500))",15.0
219,500mN6587500E539500,28112.905,0.0,3070.415,828.74,0.0,24.0,4.0,0.0,1020,214,35.0,1235.0,100.0,0.0,14.0,24.0,0.0,5.0,273,193,238,836,385,122,152,148,211,229,167,133,107,88,13,,58077.646,18976.665,152124.68,539749.5,6587749.5,4,13.0,0.0,137.0,1.0,"POLYGON ((539500 6587500, 539500 6587999, 539999 6587999, 539999 6587500, 539500 6587500))",150.0
220,500mN6587500E540000,18091.036,0.0,3872.622,658.395,34.0,0.0,11.0,2.0,557,193,238.0,512.0,92.0,3.0,25.0,101.0,0.0,6.0,200,122,149,588,138,72,96,116,141,131,122,100,40,15,9,7988.548,88479.255,102208.806,29262.289,540249.5,6587749.5,5,9.0,0.0,40.0,1.0,"POLYGON ((540000 6587500, 540000 6587999, 540499 6587999, 540499 6587500, 540000 6587500))",49.0
221,500mN6587500E540500,41414.532,0.0,6488.21,859.071,26.0,5.0,8.0,0.0,1384,564,63.0,1979.0,105.0,1.0,47.0,79.0,0.0,11.0,400,264,451,1426,509,190,167,252,435,271,256,242,169,141,30,62860.154,80070.984,30196.967,33512.892,540749.5,6587749.5,5,26.0,0.0,151.0,1.0,"POLYGON ((540500 6587500, 540500 6587999, 540999 6587999, 540999 6587500, 540500 6587500))",177.0
222,500mN6587500E541000,38730.34,0.0,4091.066,962.275,51.0,16.0,27.0,0.0,1166,539,677.0,782.0,441.0,2.0,77.0,13.0,0.0,9.0,503,246,309,1426,273,240,175,230,427,298,232,160,77,49,12,463.502,120189.248,14728.898,61651.752,541249.5,6587749.5,5,56.0,2.0,3046.0,1.0,"POLYGON ((541000 6587500, 541000 6587999, 541499 6587999, 541499 6587500, 541000 6587500))",3104.0
223,500mN6587500E541500,36702.25,0.0,4363.471,224.903,39.0,10.0,13.0,2.0,2269,845,1163.0,1683.0,670.0,3.0,127.0,11.0,0.0,35.0,953,498,495,2485,624,418,323,430,796,561,357,308,192,104,27,12592.181,154343.775,5046.256,42736.177,541749.5,6587749.5,5,29.0,0.0,131.0,1.0,"POLYGON ((541500 6587500, 541500 6587999, 541999 6587999, 541999 6587500, 541500 6587500))",160.0
224,500mN6587500E542000,18659.696,998.567,3153.368,245.137,115.0,20.0,67.0,1.0,899,501,246.0,1093.0,185.0,0.0,32.0,2.0,0.0,10.0,382,215,215,1030,287,146,147,200,328,248,141,135,109,62,12,39304.951,10986.243,,164552.467,542249.5,6587749.5,4,21.0,0.0,144.0,1.0,"POLYGON ((542000 6587500, 542000 6587999, 542499 6587999, 542499 6587500, 542000 6587500))",165.0
225,500mN6587500E542500,49679.171,0.0,3584.944,1005.741,30.0,9.0,9.0,1.0,1337,605,967.0,390.0,829.0,2.0,108.0,24.0,0.0,27.0,647,302,261,1717,224,315,202,243,461,383,249,157,103,63,11,50786.046,91841.28,28986.184,22115.839,542749.5,6587749.5,5,24.0,0.0,90.0,1.0,"POLYGON ((542500 6587500, 542500 6587999, 542999 6587999, 542999 6587500, 542500 6587500))",114.0
226,500mN6587500E543000,160851.401,0.0,1531.526,4626.976,25.0,0.0,8.0,2.0,155,146,14.0,0.0,333.0,0.0,11.0,0.0,0.0,8.0,105,53,32,215,57,48,34,51,100,54,31,17,10,0,0,2825.238,,,38161.901,543249.5,6587749.5,3,4.0,0.0,52.0,1.0,"POLYGON ((543000 6587500, 543000 6587999, 543499 6587999, 543499 6587500, 543000 6587500))",56.0
227,500mN6587500E543500,37758.507,66.974,3105.619,1272.057,54.0,12.0,17.0,0.0,509,287,223.0,481.0,157.0,0.0,30.0,0.0,0.0,8.0,184,130,150,467,247,98,48,115,209,109,94,96,49,37,7,41461.942,26651.058,3103.854,120057.664,543749.5,6587749.5,5,23.0,0.0,282.0,1.0,"POLYGON ((543500 6587500, 543500 6587999, 543999 6587999, 543999 6587500, 543500 6587500))",305.0
228,500mN6587500E544000,10223.659,893.428,4066.549,801.232,89.0,22.0,25.0,0.0,95,88,132.0,68.0,0.0,0.0,3.0,0.0,0.0,0.0,45,24,38,116,32,28,13,37,50,36,20,9,4,0,3,7965.096,,,161449.429,544249.5,6587749.5,3,22.0,0.0,276.0,1.0,"POLYGON ((544000 6587500, 544000 6587999, 544499 6587999, 544499 6587500, 544000 6587500))",298.0
229,500mN6587500E544500,28931.082,1789.921,5860.52,824.961,103.0,20.0,19.0,0.0,812,336,187.0,952.0,107.0,0.0,43.0,7.0,0.0,15.0,204,159,321,658,421,101,91,178,230,182,150,172,80,62,11,32576.876,65952.246,,79696.421,544749.5,6587749.5,4,55.0,0.0,1215.0,1.0,"POLYGON ((544500 6587500, 544500 6587999, 544999 6587999, 544999 6587500, 544500 6587500))",1270.0
230,500mN6587500E545000,99432.408,1163.883,5199.265,879.985,41.0,17.0,15.0,1.0,892,372,421.0,969.0,0.0,0.0,46.0,0.0,0.0,5.0,186,190,347,617,592,154,108,144,291,217,152,149,102,63,10,34112.903,40649.374,,61467.235,545249.5,6587749.5,4,32.0,1.0,424.0,1.0,"POLYGON ((545000 6587500, 545000 6587999, 545499 6587999, 545499 6587500, 545000 6587500))",457.0
231,500mN6587500E545500,21120.785,1001.413,2806.066,501.873,5.0,0.0,0.0,0.0,423,96,0.0,605.0,0.0,0.0,5.0,1.0,0.0,0.0,62,54,180,160,374,46,64,52,96,78,83,99,43,44,0,,25627.06,,103109.931,545749.5,6587749.5,3,6.0,0.0,12.0,1.0,"POLYGON ((545500 6587500, 545500 6587999, 545999 6587999, 545999 6587500, 545500 6587500))",18.0
232,500mN6587500E546000,15696.573,919.479,1614.966,1115.266,0.0,1.0,0.0,0.0,6,0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,,,0.394,140384.3,546249.5,6587749.5,3,4.0,0.0,73.0,1.0,"POLYGON ((546000 6587500, 546000 6587999, 546499 6587999, 546499 6587500, 546000 6587500))",77.0
233,500mN6588000E533500,126507.008,1362.027,1247.453,507.556,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,533749.5,6588249.5,1,0.6666666666666666,0.0,1.3333333333333333,3.0,"POLYGON ((533500 6588000, 533500 6588499, 533999 6588499, 533999 6588000, 533500 6588000))",2.0
234,500mN6588000E534000,100389.633,1768.037,1567.256,1251.715,0.0,0.0,0.0,0.0,183,25,0.0,0.0,210.0,7.0,3.0,46.0,0.0,1.0,54,34,20,158,40,22,31,22,13,46,41,21,5,9,0,34741.775,23383.181,23452.771,,534249.5,6588249.5,4,2.75,0.0,5.0,4.0,"POLYGON ((534000 6588000, 534000 6588499, 534499 6588499, 534499 6588000, 534000 6588000))",7.75
235,500mN6588000E534500,48307.43,1029.09,4696.611,928.798,0.0,0.0,0.0,0.0,508,77,3.0,0.0,610.0,8.0,17.0,59.0,0.0,5.0,155,96,81,438,139,90,72,75,130,91,68,55,17,12,3,36900.279,65493.288,8891.326,1303.872,534749.5,6588249.5,5,2.75,0.0,5.0,4.0,"POLYGON ((534500 6588000, 534500 6588499, 534999 6588499, 534999 6588000, 534500 6588000))",7.75
236,500mN6588000E535000,99773.08,846.311,5943.554,1441.936,0.0,0.0,0.0,0.0,1320,148,4.0,98.0,1441.0,3.0,49.0,50.0,0.0,2.0,397,279,192,1088,391,324,117,157,499,218,75,82,48,19,4,,101146.283,88228.61,16243.094,535249.5,6588249.5,4,7.0,0.0,7.0,1.0,"POLYGON ((535000 6588000, 535000 6588499, 535499 6588499, 535499 6588000, 535000 6588000))",14.0
237,500mN6588000E535500,81627.244,0.0,3863.319,405.534,0.0,0.0,2.0,1.0,288,11,3.0,159.0,147.0,1.0,1.0,127.0,0.0,10.0,81,34,47,232,44,25,39,36,26,48,39,53,30,14,4,,5511.749,136767.728,5448.871,535749.5,6588249.5,4,0.0,0.0,4.0,1.0,"POLYGON ((535500 6588000, 535500 6588499, 535999 6588499, 535999 6588000, 535500 6588000))",4.0
238,500mN6588000E536000,198960.196,157.421,2363.731,905.209,0.0,1.0,2.0,0.0,24,5,3.0,22.0,5.0,0.0,1.0,8.0,0.0,0.0,8,3,3,19,6,3,5,4,0,8,6,3,0,0,0,,6106.463,18897.162,2517.814,536249.5,6588249.5,4,0.0,0.0,2.0,1.0,"POLYGON ((536000 6588000, 536000 6588499, 536499 6588499, 536499 6588000, 536000 6588000))",2.0
239,500mN6588000E536500,197925.219,0.0,2212.57,1198.897,0.0,1.0,2.0,0.0,48,23,0.0,0.0,71.0,0.0,1.0,8.0,0.0,1.0,20,12,8,37,30,13,8,7,14,9,12,7,0,0,0,,23523.626,,3333.804,536749.5,6588249.5,3,1.0,0.0,8.0,1.0,"POLYGON ((536500 6588000, 536500 6588499, 536999 6588499, 536999 6588000, 536500 6588000))",9.0
240,500mN6588000E537000,31269.504,0.0,1641.541,319.036,0.0,0.0,5.0,0.0,385,95,0.0,0.0,520.0,0.0,12.0,1.0,0.0,3.0,140,82,47,338,133,77,57,54,117,81,52,33,36,13,0,16626.692,,,10203.351,537249.5,6588249.5,3,2.0,0.0,7.0,1.0,"POLYGON ((537000 6588000, 537000 6588499, 537499 6588499, 537499 6588000, 537000 6588000))",9.0
241,500mN6588000E537500,6627.479,0.0,384.996,0.0,0.0,0.0,0.0,0.0,26,32,0.0,0.0,62.0,0.0,2.0,0.0,0.0,1.0,14,9,5,50,8,10,6,5,16,7,10,5,3,0,0,3915.014,,,452.836,537749.5,6588249.5,3,,,,,"POLYGON ((537500 6588000, 537500 6588499, 537999 6588499, 537999 6588000, 537500 6588000))",
242,500mN6588000E538000,81414.857,331.233,1372.809,1030.513,0.0,0.0,0.0,0.0,92,44,4.0,0.0,140.0,0.0,3.0,2.0,0.0,2.0,44,15,24,85,40,21,11,23,52,10,16,7,0,3,0,,,9798.072,,538249.5,6588249.5,2,0.0,0.0,1.0,1.0,"POLYGON ((538000 6588000, 538000 6588499, 538499 6588499, 538499 6588000, 538000 6588000))",1.0
243,500mN6588000E538500,79496.596,619.244,3754.398,1805.147,0.0,1.0,0.0,0.0,222,44,11.0,48.0,243.0,0.0,6.0,16.0,0.0,3.0,104,38,33,185,71,50,16,37,101,35,23,30,6,3,0,,,23919.791,56522.588,538749.5,6588249.5,3,5.0,0.0,19.0,1.0,"POLYGON ((538500 6588000, 538500 6588499, 538999 6588499, 538999 6588000, 538500 6588000))",24.0
244,500mN6588000E539000,104608.023,648.719,3563.775,2152.827,0.0,1.0,1.0,0.0,169,32,11.0,207.0,0.0,2.0,2.0,24.0,0.0,1.0,34,22,42,146,55,20,16,15,30,24,27,37,32,11,7,,41856.286,17161.436,51938.048,539249.5,6588249.5,4,7.0,0.0,22.0,1.0,"POLYGON ((539000 6588000, 539000 6588499, 539499 6588499, 539499 6588000, 539000 6588000))",29.0
245,500mN6588000E539500,106642.568,501.826,4838.633,1362.154,0.0,10.0,2.0,2.0,414,180,0.0,628.0,53.0,0.0,8.0,6.0,0.0,4.0,93,88,183,316,261,51,38,80,119,87,99,98,77,27,5,5949.881,36692.69,29856.425,71847.273,539749.5,6588249.5,5,51.0,0.0,251.0,1.0,"POLYGON ((539500 6588000, 539500 6588499, 539999 6588499, 539999 6588000, 539500 6588000))",302.0
246,500mN6588000E540000,62391.394,593.661,4058.568,1876.705,23.0,7.0,14.0,0.0,887,351,440.0,797.0,140.0,1.0,53.0,22.0,0.0,13.0,307,196,252,1031,219,141,110,173,288,177,151,156,106,63,12,4533.973,97319.349,,49330.191,540249.5,6588249.5,4,13.0,0.0,51.0,1.0,"POLYGON ((540000 6588000, 540000 6588499, 540499 6588499, 540499 6588000, 540000 6588000))",64.0
247,500mN6588000E540500,7583.008,71.721,4154.073,387.563,18.0,8.0,6.0,0.0,950,489,1213.0,342.0,74.0,2.0,110.0,36.0,0.0,9.0,360,222,283,1353,148,178,154,190,331,252,191,155,113,55,11,25241.734,98732.834,21139.879,80987.218,540749.5,6588249.5,5,33.0,0.0,180.0,1.0,"POLYGON ((540500 6588000, 540500 6588499, 540999 6588499, 540999 6588000, 540500 6588000))",213.0
248,500mN6588000E541000,30717.227,0.0,4985.164,651.158,25.0,3.0,16.0,1.0,1357,720,1203.0,321.0,740.0,7.0,131.0,28.0,0.0,30.0,640,317,284,1744,270,323,267,301,471,414,233,145,92,32,10,17420.009,106573.14,34327.947,27580.471,541249.5,6588249.5,5,16.0,1.0,69.0,1.0,"POLYGON ((541000 6588000, 541000 6588499, 541499 6588499, 541499 6588000, 541000 6588000))",86.0
249,500mN6588000E541500,46138.905,221.401,2577.553,1241.23,115.0,8.0,32.0,0.0,866,566,407.0,905.0,270.0,2.0,62.0,7.0,0.0,17.0,389,182,198,1036,277,148,155,276,310,223,181,130,98,66,8,59574.552,68719.829,,63137.389,541749.5,6588249.5,4,26.0,0.0,68.0,1.0,"POLYGON ((541500 6588000, 541500 6588499, 541999 6588499, 541999 6588000, 541500 6588000))",94.0
250,500mN6588000E542000,16917.712,1084.913,3262.614,252.242,104.0,60.0,28.0,4.0,1287,958,1130.0,585.0,731.0,1.0,95.0,6.0,0.0,94.0,764,276,252,1493,369,235,248,389,492,382,293,202,143,42,23,84237.578,59387.364,,66224.289,542249.5,6588249.5,4,47.0,1.0,404.0,1.0,"POLYGON ((542000 6588000, 542000 6588499, 542499 6588499, 542499 6588000, 542000 6588000))",452.0
251,500mN6588000E542500,33952.14,0.0,4431.981,1518.118,129.0,18.0,40.0,2.0,2130,1320,993.0,2053.0,767.0,0.0,85.0,5.0,0.0,84.0,1079,461,406,2287,752,439,343,499,781,601,403,348,253,146,34,158575.581,20706.567,970.07,24131.472,542749.5,6588249.5,5,51.0,1.0,107.0,1.0,"POLYGON ((542500 6588000, 542500 6588499, 542999 6588499, 542999 6588000, 542500 6588000))",159.0
252,500mN6588000E543000,59368.273,85.212,4997.167,1455.037,96.0,21.0,48.0,3.0,1981,948,260.0,1802.0,1137.0,0.0,54.0,2.0,0.0,42.0,698,421,475,1664,909,320,300,406,599,455,325,340,250,157,47,111566.809,49336.426,1736.225,32172.517,543249.5,6588249.5,5,37.0,0.0,127.0,1.0,"POLYGON ((543000 6588000, 543000 6588499, 543499 6588499, 543499 6588000, 543000 6588000))",164.0
253,500mN6588000E543500,21893.74,1023.423,3682.991,1060.511,73.0,31.0,27.0,1.0,2465,1303,1015.0,2099.0,892.0,2.0,104.0,5.0,0.0,70.0,946,553,608,2391,934,444,340,566,855,635,397,337,287,142,30,135824.254,60352.94,,15394.792,543749.5,6588249.5,4,37.0,3.0,270.0,1.0,"POLYGON ((543500 6588000, 543500 6588499, 543999 6588499, 543999 6588000, 543500 6588000))",310.0
254,500mN6588000E544000,67845.32,354.986,3801.394,584.142,45.0,8.0,8.0,1.0,876,458,873.0,238.0,409.0,1.0,81.0,4.0,0.0,33.0,398,204,245,1072,231,170,129,202,392,238,152,121,78,33,5,53256.504,78959.013,,23542.438,544249.5,6588249.5,4,18.0,1.0,80.0,1.0,"POLYGON ((544000 6588000, 544000 6588499, 544499 6588499, 544499 6588000, 544000 6588000))",99.0
255,500mN6588000E544500,95597.34,0.0,7019.344,1435.307,63.0,6.0,13.0,1.0,2697,868,312.0,3477.0,218.0,0.0,55.0,6.0,0.0,10.0,560,527,956,1606,1846,365,310,432,780,515,501,505,285,267,47,22971.953,153611.967,,9858.105,544749.5,6588249.5,4,47.0,1.0,384.0,1.0,"POLYGON ((544500 6588000, 544500 6588499, 544999 6588499, 544999 6588000, 544500 6588000))",432.0
256,500mN6588000E545000,77953.403,0.0,3188.377,958.231,22.0,4.0,14.0,1.0,978,311,75.0,1368.0,0.0,0.0,33.0,0.0,0.0,10.0,183,164,384,603,657,134,102,134,287,194,174,233,115,61,9,14101.474,35065.676,43391.051,97217.662,545249.5,6588249.5,5,23.0,0.0,52.0,1.0,"POLYGON ((545000 6588000, 545000 6588499, 545499 6588499, 545499 6588000, 545000 6588000))",75.0
